,sta,ondate,offdate,lat,lon,elev,staname,statype,refsta,dnorth,deast,lddate,type
20028,MPK,2010165,-1,39.2928,-120.0364,2.599,-,-,-,0,0,2019-Jan-14,UTTR
20029,MPT,2010165,-1,38.0633,-118.7804,2.178,-,-,-,0,0,2019-Jan-14,UTTR
20034,MTPU,2010165,-1,38.0415,-112.1843,3.112,-,-,-,0,0,2019-Jan-14,UTTR
20037,MVU,2010165,-1,38.5037,-112.2123,2.239,-,-,-,0,0,2019-Jan-14,UTTR
20038,MZP,2010165,-1,37.7008,-117.3839,2.371,-,-,-,0,0,2019-Jan-14,UTTR
20064,ORC,2010165,-1,37.6354,-118.657,2.32,-,-,-,0,0,2019-Jan-14,UTTR
20070,PEA,2010165,-1,39.6075,-119.9613,2.1424,-,-,-,0,0,2019-Jan-14,UTTR
20073,PKCU,2010165,-1,37.4439,-112.311,2.834,-,-,-,0,0,2019-Jan-14,UTTR
20075,PNT,2010165,-1,39.0891,-119.5997,2.076,-,-,-,0,0,2019-Jan-14,UTTR
20076,POC,2010165,-1,37.3622,-118.2801,1.799,-,-,-,0,0,2019-Jan-14,UTTR
20077,PSUT,2010165,-1,38.5337,-113.8547,1.999,-,-,-,0,0,2019-Jan-14,UTTR
20092,RDMU,2010165,-1,40.5708,-109.5695,2.087,-,-,-,0,0,2019-Jan-14,UTTR
20096,RPCW,2010165,-1,44.4717,-109.3293,1.883,-,-,-,0,0,2019-Jan-14,UTTR
20097,RPNE,2010165,-1,44.4728,-109.3179,1.889,-,-,-,0,0,2019-Jan-14,UTTR
20098,RPSE,2010165,-1,44.4708,-109.3226,1.929,-,-,-,0,0,2019-Jan-14,UTTR
20099,RPWE,2010165,-1,44.4725,-109.3396,1.805,-,-,-,0,0,2019-Jan-14,UTTR
20102,RYN,2010165,-1,38.6281,-118.5223,1.651,-,-,-,0,0,2019-Jan-14,UTTR
20104,SE01,2010165,-1,44.1005,-106.4997,1.356,-,-,-,0,0,2019-Jan-14,UTTR
20105,SE04,2010165,-1,44.2411,-106.5422,1.398,-,-,-,0,0,2019-Jan-14,UTTR
20106,SE05,2010165,-1,44.3004,-106.5513,1.403,-,-,-,0,0,2019-Jan-14,UTTR
20107,SE06,2010165,-1,44.345,-106.5076,1.352,-,-,-,0,0,2019-Jan-14,UTTR
20108,SE07,2010165,-1,44.3717,-106.4784,1.301,-,-,-,0,0,2019-Jan-14,UTTR
20109,SE08,2010165,-1,44.411,-106.3807,1.295,-,-,-,0,0,2019-Jan-14,UTTR
20110,SE09,2010165,-1,44.4777,-106.307,1.311,-,-,-,0,0,2019-Jan-14,UTTR
20111,SE10,2010165,-1,44.5317,-106.3236,1.351,-,-,-,0,0,2019-Jan-14,UTTR
20112,SE12,2010165,-1,44.5658,-106.5254,1.238,-,-,-,0,0,2019-Jan-14,UTTR
20113,SE13,2010165,-1,44.6125,-106.589,1.333,-,-,-,0,0,2019-Jan-14,UTTR
20114,SE15,2010165,-1,44.7321,-106.6635,1.267,-,-,-,0,0,2019-Jan-14,UTTR
20115,SE16,2010165,-1,44.7876,-106.7211,1.166,-,-,-,0,0,2019-Jan-14,UTTR
20116,SE17,2010165,-1,44.8082,-106.7783,1.137,-,-,-,0,0,2019-Jan-14,UTTR
20117,SE18,2010165,-1,44.8569,-106.8726,1.154,-,-,-,0,0,2019-Jan-14,UTTR
20118,SE19,2010165,-1,44.8882,-106.8684,1.146,-,-,-,0,0,2019-Jan-14,UTTR
20119,SE20,2010165,-1,44.9276,-106.8539,1.098,-,-,-,0,0,2019-Jan-14,UTTR
20120,SE21,2010165,-1,44.9787,-106.8457,1.081,-,-,-,0,0,2019-Jan-14,UTTR
20121,SE22,2010165,-1,45.0441,-106.9199,1.133,-,-,-,0,0,2019-Jan-14,UTTR
20123,SJC,2010165,-1,38.3491,-119.44,2.246,-,-,-,0,0,2019-Jan-14,UTTR
20125,SM01,2010165,-1,44.4889,-109.0557,1.636,-,-,-,0,0,2019-Jan-14,UTTR
20126,SM03,2010165,-1,44.4911,-108.9481,1.618,-,-,-,0,0,2019-Jan-14,UTTR
20127,SM04,2010165,-1,44.4976,-108.9121,1.617,-,-,-,0,0,2019-Jan-14,UTTR
20128,SM05,2010165,-1,44.4997,-108.8747,1.633,-,-,-,0,0,2019-Jan-14,UTTR
20129,SM06,2010165,-1,44.4902,-108.8178,1.59,-,-,-,0,0,2019-Jan-14,UTTR
20130,SM07,2010165,-1,44.4691,-108.7567,1.531,-,-,-,0,0,2019-Jan-14,UTTR
20131,SM08,2010165,-1,44.4877,-108.7257,1.544,-,-,-,0,0,2019-Jan-14,UTTR
20132,SM09,2010165,-1,44.4698,-108.6799,1.499,-,-,-,0,0,2019-Jan-14,UTTR
20133,SM10,2010165,-1,44.4512,-108.6343,1.489,-,-,-,0,0,2019-Jan-14,UTTR
20134,SM11,2010165,-1,44.4554,-108.5723,1.463,-,-,-,0,0,2019-Jan-14,UTTR
20135,SM12,2010165,-1,44.4503,-108.5279,1.404,-,-,-,0,0,2019-Jan-14,UTTR
20136,SM125,2010165,-1,44.4599,-108.4747,1.404,-,-,-,0,0,2019-Jan-14,UTTR
20137,SM13,2010165,-1,44.5073,-108.4501,1.38,-,-,-,0,0,2019-Jan-14,UTTR
20138,SM14,2010165,-1,44.5245,-108.3977,1.345,-,-,-,0,0,2019-Jan-14,UTTR
20139,SM15,2010165,-1,44.5096,-108.3504,1.33,-,-,-,0,0,2019-Jan-14,UTTR
20140,SM16,2010165,-1,44.4746,-108.2691,1.311,-,-,-,0,0,2019-Jan-14,UTTR
20141,SM18,2010165,-1,44.5105,-108.1907,1.255,-,-,-,0,0,2019-Jan-14,UTTR
20142,SM19,2010165,-1,44.5344,-108.1532,1.227,-,-,-,0,0,2019-Jan-14,UTTR
20143,SM20,2010165,-1,44.537,-108.1094,1.208,-,-,-,0,0,2019-Jan-14,UTTR
20144,SM22,2010165,-1,44.5241,-108.0404,1.222,-,-,-,0,0,2019-Jan-14,UTTR
20145,SM24,2010165,-1,44.5406,-107.9451,1.233,-,-,-,0,0,2019-Jan-14,UTTR
20146,SM27,2010165,-1,44.5508,-107.7555,1.345,-,-,-,0,0,2019-Jan-14,UTTR
20147,SM28,2010165,-1,44.5691,-107.7183,1.363,-,-,-,0,0,2019-Jan-14,UTTR
20148,SM29,2010165,-1,44.5781,-107.6758,1.563,-,-,-,0,0,2019-Jan-14,UTTR
20149,SM30,2010165,-1,44.5844,-107.6248,1.908,-,-,-,0,0,2019-Jan-14,UTTR
20150,SM31,2010165,-1,44.5872,-107.5836,2.194,-,-,-,0,0,2019-Jan-14,UTTR
20151,SM32,2010165,-1,44.5853,-107.5365,2.369,-,-,-,0,0,2019-Jan-14,UTTR
20152,SM41,2010165,-1,44.6288,-107.0847,1.724,-,-,-,0,0,2019-Jan-14,UTTR
20153,SM42,2010165,-1,44.6614,-107.0134,1.304,-,-,-,0,0,2019-Jan-14,UTTR
20154,SM43,2010165,-1,44.6459,-106.9069,1.369,-,-,-,0,0,2019-Jan-14,UTTR
20155,SM44,2010165,-1,44.624,-106.8549,1.356,-,-,-,0,0,2019-Jan-14,UTTR
20156,SM45,2010165,-1,44.625,-106.7749,1.367,-,-,-,0,0,2019-Jan-14,UTTR
20157,SM46,2010165,-1,44.6552,-106.75,1.262,-,-,-,0,0,2019-Jan-14,UTTR
20158,SM47,2010165,-1,44.6572,-106.6762,1.287,-,-,-,0,0,2019-Jan-14,UTTR
20159,SM48,2010165,-1,44.6497,-106.604,1.397,-,-,-,0,0,2019-Jan-14,UTTR
20160,SM49,2010165,-1,44.6476,-106.5606,1.328,-,-,-,0,0,2019-Jan-14,UTTR
20161,SM51,2010165,-1,44.649,-106.4613,1.269,-,-,-,0,0,2019-Jan-14,UTTR
20162,SM52,2010165,-1,44.642,-106.4426,1.261,-,-,-,0,0,2019-Jan-14,UTTR
20163,SM53,2010165,-1,44.6452,-106.4043,1.235,-,-,-,0,0,2019-Jan-14,UTTR
20164,SM54,2010165,-1,44.6866,-106.3611,1.196,-,-,-,0,0,2019-Jan-14,UTTR
20165,SM55,2010165,-1,44.7097,-106.3348,1.197,-,-,-,0,0,2019-Jan-14,UTTR
20166,SM56,2010165,-1,44.7141,-106.2376,1.171,-,-,-,0,0,2019-Jan-14,UTTR
20167,SM57,2010165,-1,44.7134,-106.2041,1.19,-,-,-,0,0,2019-Jan-14,UTTR
20168,SM59,2010165,-1,44.697,-106.1048,1.118,-,-,-,0,0,2019-Jan-14,UTTR
20169,SM61,2010165,-1,44.6907,-105.9644,1.227,-,-,-,0,0,2019-Jan-14,UTTR
20170,SM62,2010165,-1,44.7142,-105.9547,1.246,-,-,-,0,0,2019-Jan-14,UTTR
20172,SN05,2010165,-1,44.8515,-108.6386,1.339,-,-,-,0,0,2019-Jan-14,UTTR
20173,SN06,2010165,-1,44.8382,-108.5848,1.286,-,-,-,0,0,2019-Jan-14,UTTR
20174,SN07,2010165,-1,44.8525,-108.5123,1.28,-,-,-,0,0,2019-Jan-14,UTTR
20175,SN08,2010165,-1,44.8712,-108.4356,1.197,-,-,-,0,0,2019-Jan-14,UTTR
20176,SN105,2010165,-1,44.8889,-108.2503,1.159,-,-,-,0,0,2019-Jan-14,UTTR
20177,SN11,2010165,-1,44.8732,-108.1677,1.124,-,-,-,0,0,2019-Jan-14,UTTR
20178,SN12,2010165,-1,44.8588,-108.1186,1.267,-,-,-,0,0,2019-Jan-14,UTTR
20179,SN125,2010165,-1,44.823,-108.1364,1.172,-,-,-,0,0,2019-Jan-14,UTTR
20180,SN13,2010165,-1,44.7947,-108.0787,1.338,-,-,-,0,0,2019-Jan-14,UTTR
20181,SN14,2010165,-1,44.7972,-107.9945,1.727,-,-,-,0,0,2019-Jan-14,UTTR
20182,SN15,2010165,-1,44.8056,-107.9531,2.496,-,-,-,0,0,2019-Jan-14,UTTR
20183,SN21,2010165,-1,44.8023,-107.5914,2.52,-,-,-,0,0,2019-Jan-14,UTTR
20184,SN22,2010165,-1,44.8013,-107.5365,2.438,-,-,-,0,0,2019-Jan-14,UTTR
20185,SN23,2010165,-1,44.7981,-107.4824,2.345,-,-,-,0,0,2019-Jan-14,UTTR
20186,SN24,2010165,-1,44.7779,-107.4408,2.498,-,-,-,0,0,2019-Jan-14,UTTR
20187,SN25,2010165,-1,44.7881,-107.4055,2.44,-,-,-,0,0,2019-Jan-14,UTTR
20188,SN26,2010165,-1,44.8063,-107.3524,2.179,-,-,-,0,0,2019-Jan-14,UTTR
20189,SN27,2010165,-1,44.8758,-107.2823,1.252,-,-,-,0,0,2019-Jan-14,UTTR
20190,SN28,2010165,-1,44.9007,-107.2091,1.207,-,-,-,0,0,2019-Jan-14,UTTR
20191,SN29,2010165,-1,44.9127,-107.1478,1.176,-,-,-,0,0,2019-Jan-14,UTTR
20192,SN30,2010165,-1,44.9315,-107.0757,1.159,-,-,-,0,0,2019-Jan-14,UTTR
20193,SN31,2010165,-1,44.9808,-107.0345,1.216,-,-,-,0,0,2019-Jan-14,UTTR
20194,SN32,2010165,-1,44.9603,-106.9386,1.123,-,-,-,0,0,2019-Jan-14,UTTR
20195,SN33,2010165,-1,45.0162,-106.8972,1.12,-,-,-,0,0,2019-Jan-14,UTTR
20196,SN35,2010165,-1,45.0291,-106.7465,1.155,-,-,-,0,0,2019-Jan-14,UTTR
20197,SN36,2010165,-1,45.0555,-106.6692,1.161,-,-,-,0,0,2019-Jan-14,UTTR
20202,SS02,2010165,-1,43.8686,-108.359,1.445,-,-,-,0,0,2019-Jan-14,UTTR
20203,SS03,2010165,-1,43.9229,-108.2517,1.49,-,-,-,0,0,2019-Jan-14,UTTR
20204,SS04,2010165,-1,44.008,-108.0374,1.365,-,-,-,0,0,2019-Jan-14,UTTR
20205,SS05,2010165,-1,44.0052,-107.8949,1.283,-,-,-,0,0,2019-Jan-14,UTTR
20206,SS06,2010165,-1,44.0419,-107.7936,1.332,-,-,-,0,0,2019-Jan-14,UTTR
20207,SS07,2010165,-1,44.0251,-107.6865,1.449,-,-,-,0,0,2019-Jan-14,UTTR
20208,SS08,2010165,-1,44.0369,-107.5886,1.454,-,-,-,0,0,2019-Jan-14,UTTR
20209,SS12,2010165,-1,44.1572,-107.16,2.771,-,-,-,0,0,2019-Jan-14,UTTR
20210,SS14,2010165,-1,44.1364,-106.9812,2.527,-,-,-,0,0,2019-Jan-14,UTTR
20211,SS16,2010165,-1,44.1682,-106.9,2.282,-,-,-,0,0,2019-Jan-14,UTTR
20212,SS17,2010165,-1,44.1918,-106.8168,1.777,-,-,-,0,0,2019-Jan-14,UTTR
20213,SS18,2010165,-1,44.1899,-106.7126,1.414,-,-,-,0,0,2019-Jan-14,UTTR
20214,SS182,2010165,-1,44.2424,-106.6727,1.541,-,-,-,0,0,2019-Jan-14,UTTR
20215,SS185,2010165,-1,44.3033,-106.4699,1.414,-,-,-,0,0,2019-Jan-14,UTTR
20216,SS19,2010165,-1,44.2953,-106.3907,1.292,-,-,-,0,0,2019-Jan-14,UTTR
20219,SW03,2010165,-1,43.8391,-107.3524,1.455,-,-,-,0,0,2019-Jan-14,UTTR
20220,SW04,2010165,-1,43.8629,-107.3577,1.447,-,-,-,0,0,2019-Jan-14,UTTR
20221,SW05,2010165,-1,43.8944,-107.3692,1.446,-,-,-,0,0,2019-Jan-14,UTTR
20222,SW06,2010165,-1,43.9404,-107.3725,1.415,-,-,-,0,0,2019-Jan-14,UTTR
20223,SW07,2010165,-1,43.9832,-107.3781,1.473,-,-,-,0,0,2019-Jan-14,UTTR
20224,SW08,2010165,-1,44.0106,-107.4012,1.406,-,-,-,0,0,2019-Jan-14,UTTR
20225,SW09,2010165,-1,44.0992,-107.4617,1.427,-,-,-,0,0,2019-Jan-14,UTTR
20226,SW10,2010165,-1,44.1214,-107.5232,1.344,-,-,-,0,0,2019-Jan-14,UTTR
20227,SW11,2010165,-1,44.1546,-107.5441,1.397,-,-,-,0,0,2019-Jan-14,UTTR
20228,SW12,2010165,-1,44.2093,-107.574,1.42,-,-,-,0,0,2019-Jan-14,UTTR
20229,SW13,2010165,-1,44.2366,-107.6005,1.37,-,-,-,0,0,2019-Jan-14,UTTR
20230,SW14,2010165,-1,44.2785,-107.5966,1.462,-,-,-,0,0,2019-Jan-14,UTTR
20231,SW15,2010165,-1,44.3256,-107.6122,1.481,-,-,-,0,0,2019-Jan-14,UTTR
20232,SW16,2010165,-1,44.3605,-107.5596,1.809,-,-,-,0,0,2019-Jan-14,UTTR
20233,SW17,2010165,-1,44.4107,-107.587,2.054,-,-,-,0,0,2019-Jan-14,UTTR
20234,SW18,2010165,-1,44.4127,-107.6798,1.744,-,-,-,0,0,2019-Jan-14,UTTR
20235,SW19,2010165,-1,44.4369,-107.7539,1.627,-,-,-,0,0,2019-Jan-14,UTTR
20236,SW20,2010165,-1,44.4662,-107.8111,1.398,-,-,-,0,0,2019-Jan-14,UTTR
20237,SW205,2010165,-1,44.5106,-107.8627,1.29,-,-,-,0,0,2019-Jan-14,UTTR
20238,SW21,2010165,-1,44.5977,-107.8182,1.392,-,-,-,0,0,2019-Jan-14,UTTR
20239,SW22,2010165,-1,44.6508,-107.8543,1.549,-,-,-,0,0,2019-Jan-14,UTTR
20240,SW23,2010165,-1,44.6828,-107.9076,1.555,-,-,-,0,0,2019-Jan-14,UTTR
20241,SW235,2010165,-1,44.6966,-107.9748,1.604,-,-,-,0,0,2019-Jan-14,UTTR
20242,SW25,2010165,-1,44.7451,-108.0692,1.406,-,-,-,0,0,2019-Jan-14,UTTR
20243,SW26,2010165,-1,44.9225,-108.3002,1.207,-,-,-,0,0,2019-Jan-14,UTTR
20244,SW28,2010165,-1,44.9982,-108.2826,1.243,-,-,-,0,0,2019-Jan-14,UTTR
20247,SZCU,2010165,-1,37.5954,-113.0875,2.026,-,-,-,0,0,2019-Jan-14,UTTR
20248,TCRU,2010165,-1,38.6095,-112.4472,2.293,-,-,-,0,0,2019-Jan-14,UTTR
20251,TMO,2010165,-1,36.8047,-117.4044,2.17,-,-,-,0,0,2019-Jan-14,UTTR
20260,VIP,2010165,-1,39.7555,-119.4615,2.499,-,-,-,0,0,2019-Jan-14,UTTR
20261,VPK,2010165,-1,39.4722,-120.0398,2.562,-,-,-,0,0,2019-Jan-14,UTTR
20263,WCT,2010165,-1,36.7927,-116.6266,0.967,-,-,-,0,0,2019-Jan-14,UTTR
20265,WMU1,2010165,-1,40.0795,-111.831,2.001,-,-,-,0,0,2019-Jan-14,UTTR
20266,WMU2,2010165,-1,40.0798,-111.8294,2.024,-,-,-,0,0,2019-Jan-14,UTTR
20267,WMU3,2010165,-1,40.0785,-111.8299,2.006,-,-,-,0,0,2019-Jan-14,UTTR
20268,WMU4,2010165,-1,40.0792,-111.83,2.015,-,-,-,0,0,2019-Jan-14,UTTR
20271,WVA,2010165,-1,39.9444,-119.825,1.67,-,-,-,0,0,2019-Jan-14,UTTR
20275,YER,2010165,-1,38.9852,-119.2406,1.857,-,-,-,0,0,2019-Jan-14,UTTR
20298,ZNPU,2010165,-1,37.3561,-113.1254,1.953,-,-,-,0,0,2019-Jan-14,UTTR
20299,A00,2010173,-1,40.8556,-115.2562,1.942,-,-,-,0,0,2019-Jan-14,UTTR
20300,A02,2010173,-1,40.7752,-115.3135,2.072,-,-,-,0,0,2019-Jan-14,UTTR
20301,A03,2010173,-1,40.7451,-115.3729,2.045,-,-,-,0,0,2019-Jan-14,UTTR
20302,A04,2010173,-1,40.7076,-115.3957,2.281,-,-,-,0,0,2019-Jan-14,UTTR
20303,A05,2010173,-1,40.6683,-115.4553,2.102,-,-,-,0,0,2019-Jan-14,UTTR
20304,A06,2010173,-1,40.6307,-115.5619,2.076,-,-,-,0,0,2019-Jan-14,UTTR
20305,A07,2010173,-1,40.5576,-115.5263,1.917,-,-,-,0,0,2019-Jan-14,UTTR
20306,A10,2010173,-1,40.4211,-115.558,2.1,-,-,-,0,0,2019-Jan-14,UTTR
20307,A11,2010173,-1,40.3541,-115.5376,2.181,-,-,-,0,0,2019-Jan-14,UTTR
20308,A13,2010173,-1,40.3014,-115.5352,2.164,-,-,-,0,0,2019-Jan-14,UTTR
20309,A14,2010173,-1,40.2233,-115.585,2.197,-,-,-,0,0,2019-Jan-14,UTTR
20316,B01,2010173,-1,40.9366,-115.9193,1.908,-,-,-,0,0,2019-Jan-14,UTTR
20317,B02,2010173,-1,40.8929,-115.8244,1.835,-,-,-,0,0,2019-Jan-14,UTTR
20318,B03,2010173,-1,40.7863,-115.652,1.644,-,-,-,0,0,2019-Jan-14,UTTR
20319,B04,2010173,-1,40.7553,-115.6147,1.654,-,-,-,0,0,2019-Jan-14,UTTR
20320,B05,2010173,-1,40.7369,-115.5737,1.741,-,-,-,0,0,2019-Jan-14,UTTR
20321,B06,2010173,-1,40.7093,-115.5108,1.808,-,-,-,0,0,2019-Jan-14,UTTR
20322,B08,2010173,-1,40.6516,-115.404,2.325,-,-,-,0,0,2019-Jan-14,UTTR
20323,B09,2010173,-1,40.6323,-115.3685,2.591,-,-,-,0,0,2019-Jan-14,UTTR
20324,B11,2010173,-1,40.5998,-115.2797,1.866,-,-,-,0,0,2019-Jan-14,UTTR
20325,B12,2010173,-1,40.5828,-115.1984,1.826,-,-,-,0,0,2019-Jan-14,UTTR
20326,B14,2010173,-1,40.5176,-115.1462,1.826,-,-,-,0,0,2019-Jan-14,UTTR
20327,B15,2010173,-1,40.4729,-115.0897,1.844,-,-,-,0,0,2019-Jan-14,UTTR
20328,B16,2010173,-1,40.4298,-115.0423,1.837,-,-,-,0,0,2019-Jan-14,UTTR
20329,B17,2010173,-1,40.4012,-114.9379,1.847,-,-,-,0,0,2019-Jan-14,UTTR
20330,B18,2010173,-1,40.349,-114.8513,1.92,-,-,-,0,0,2019-Jan-14,UTTR
20389,BRWY,2010173,-1,43.6372,-109.3871,2.255,-,-,-,0,0,2019-Jan-14,UTTR
20395,C01,2010173,-1,40.6768,-116.0593,1.754,-,-,-,0,0,2019-Jan-14,UTTR
20396,C02,2010173,-1,40.6388,-116.0059,2.054,-,-,-,0,0,2019-Jan-14,UTTR
20397,C03,2010173,-1,40.5907,-115.9512,1.775,-,-,-,0,0,2019-Jan-14,UTTR
20398,C04,2010173,-1,40.5546,-115.9181,1.71,-,-,-,0,0,2019-Jan-14,UTTR
20399,C05,2010173,-1,40.5183,-115.8436,1.782,-,-,-,0,0,2019-Jan-14,UTTR
20400,C06,2010173,-1,40.4841,-115.7796,1.785,-,-,-,0,0,2019-Jan-14,UTTR
20401,C07,2010173,-1,40.4509,-115.7474,1.677,-,-,-,0,0,2019-Jan-14,UTTR
20402,C08,2010173,-1,40.4148,-115.6779,1.69,-,-,-,0,0,2019-Jan-14,UTTR
20403,C10,2010173,-1,40.3668,-115.5817,2.019,-,-,-,0,0,2019-Jan-14,UTTR
20404,C12,2010173,-1,40.3366,-115.5037,2.361,-,-,-,0,0,2019-Jan-14,UTTR
20405,C14,2010173,-1,40.3007,-115.3958,1.819,-,-,-,0,0,2019-Jan-14,UTTR
20406,C15,2010173,-1,40.2677,-115.3018,1.901,-,-,-,0,0,2019-Jan-14,UTTR
20407,C16,2010173,-1,40.2319,-115.209,2.144,-,-,-,0,0,2019-Jan-14,UTTR
20408,C17,2010173,-1,40.1988,-115.1478,2.234,-,-,-,0,0,2019-Jan-14,UTTR
20409,C18,2010173,-1,40.187,-115.0506,2.017,-,-,-,0,0,2019-Jan-14,UTTR
20410,C19,2010173,-1,40.1524,-114.926,2.154,-,-,-,0,0,2019-Jan-14,UTTR
20422,D01,2010173,-1,41.0713,-115.4752,1.828,-,-,-,0,0,2019-Jan-14,UTTR
20423,D02,2010173,-1,40.5306,-114.6351,1.862,-,-,-,0,0,2019-Jan-14,UTTR
20424,D03,2010173,-1,39.9071,-115.0029,2.128,-,-,-,0,0,2019-Jan-14,UTTR
20425,D04,2010173,-1,40.1957,-115.9784,1.897,-,-,-,0,0,2019-Jan-14,UTTR
20665,SM34,2010173,-1,44.5984,-107.439,2.946,-,-,-,0,0,2019-Jan-14,UTTR
20666,SM35,2010173,-1,44.6231,-107.4129,2.872,-,-,-,0,0,2019-Jan-14,UTTR
20667,SM36,2010173,-1,44.63,-107.3664,2.807,-,-,-,0,0,2019-Jan-14,UTTR
20668,SM37,2010173,-1,44.6208,-107.3263,2.734,-,-,-,0,0,2019-Jan-14,UTTR
20669,SM38,2010173,-1,44.6153,-107.2771,2.526,-,-,-,0,0,2019-Jan-14,UTTR
20693,SN10,2010173,-1,44.8742,-108.3195,1.156,-,-,-,0,0,2019-Jan-14,UTTR
20719,SRMT,2010173,-1,45.1965,-110.9018,1.524,-,-,-,0,0,2019-Jan-14,UTTR
20728,SS09,2010173,-1,44.0545,-107.4364,1.409,-,-,-,0,0,2019-Jan-14,UTTR
20826,A08,2010179,-1,40.5182,-115.5529,2.049,-,-,-,0,0,2019-Jan-14,UTTR
20827,A09,2010179,-1,40.4682,-115.5321,2.269,-,-,-,0,0,2019-Jan-14,UTTR
20832,A15,2010179,-1,40.1802,-115.603,2.195,-,-,-,0,0,2019-Jan-14,UTTR
20948,D05,2010179,-1,40.8691,-116.2117,1.595,-,-,-,0,0,2019-Jan-14,UTTR
21193,SM39,2010179,-1,44.6075,-107.2357,2.413,-,-,-,0,0,2019-Jan-14,UTTR
21194,SM40,2010179,-1,44.6321,-107.1607,2.358,-,-,-,0,0,2019-Jan-14,UTTR
21497,FSU1,2010181,-1,39.7196,-113.39,1.454,-,-,-,0,0,2019-Jan-14,UTTR
21498,FSU2,2010181,-1,39.721,-113.3899,1.395,-,-,-,0,0,2019-Jan-14,UTTR
21499,FSU3,2010181,-1,39.7203,-113.3885,1.372,-,-,-,0,0,2019-Jan-14,UTTR
21500,FSU4,2010181,-1,39.7203,-113.3895,1.429,-,-,-,0,0,2019-Jan-14,UTTR
22743,SE14,2010193,-1,44.6921,-106.6171,1.306,-,-,-,0,0,2019-Jan-14,UTTR
22781,SM33,2010193,-1,44.6222,-107.4961,2.706,-,-,-,0,0,2019-Jan-14,UTTR
22797,SM50,2010193,-1,44.6443,-106.515,1.332,-,-,-,0,0,2019-Jan-14,UTTR
22805,SM58,2010193,-1,44.7115,-106.1545,1.188,-,-,-,0,0,2019-Jan-14,UTTR
22807,SM60,2010193,-1,44.6967,-106.0366,1.183,-,-,-,0,0,2019-Jan-14,UTTR
22821,SN16,2010193,-1,44.8034,-107.872,2.773,-,-,-,0,0,2019-Jan-14,UTTR
22822,SN17,2010193,-1,44.8105,-107.8023,2.75,-,-,-,0,0,2019-Jan-14,UTTR
22823,SN18,2010193,-1,44.791,-107.7691,2.717,-,-,-,0,0,2019-Jan-14,UTTR
22824,SN19,2010193,-1,44.7683,-107.7025,2.865,-,-,-,0,0,2019-Jan-14,UTTR
22825,SN20,2010193,-1,44.774,-107.6565,2.741,-,-,-,0,0,2019-Jan-14,UTTR
22855,SS11,2010193,-1,44.1225,-107.2051,2.6,-,-,-,0,0,2019-Jan-14,UTTR
22857,SS13,2010193,-1,44.1348,-107.0894,2.793,-,-,-,0,0,2019-Jan-14,UTTR
24790,IUGFS,2010202,-1,45.7284,-111.9708,1.6337,-,-,-,0,0,2019-Jan-14,UTTR
24903,RPCE,2010202,-1,44.4717,-109.3292,1.886,-,-,-,0,0,2019-Jan-14,UTTR
25123,10090,2010207,-1,44.5118,-108.9555,1.5225,-,-,-,0,0,2019-Jan-14,UTTR
25124,10100,2010207,-1,44.5077,-108.9407,1.5444,-,-,-,0,0,2019-Jan-14,UTTR
25125,10110,2010207,-1,44.5048,-108.9274,1.5651,-,-,-,0,0,2019-Jan-14,UTTR
25126,10120,2010207,-1,44.5005,-108.9275,1.5863,-,-,-,0,0,2019-Jan-14,UTTR
25127,10130,2010207,-1,44.4986,-108.9014,1.5979,-,-,-,0,0,2019-Jan-14,UTTR
25128,10140,2010207,-1,44.4948,-108.8877,1.5941,-,-,-,0,0,2019-Jan-14,UTTR
25129,10150,2010207,-1,44.4911,-108.8743,1.5854,-,-,-,0,0,2019-Jan-14,UTTR
25130,10160,2010207,-1,44.4882,-108.8608,1.5767,-,-,-,0,0,2019-Jan-14,UTTR
25131,10170,2010207,-1,44.4859,-108.848,1.5719,-,-,-,0,0,2019-Jan-14,UTTR
25132,10180,2010207,-1,44.4818,-108.8343,1.5928,-,-,-,0,0,2019-Jan-14,UTTR
25133,10190,2010207,-1,44.4781,-108.8213,1.569,-,-,-,0,0,2019-Jan-14,UTTR
25134,10200,2010207,-1,44.4795,-108.8088,1.5517,-,-,-,0,0,2019-Jan-14,UTTR
25135,10210,2010207,-1,44.4799,-108.7961,1.5545,-,-,-,0,0,2019-Jan-14,UTTR
25136,10220,2010207,-1,44.4795,-108.7835,1.5547,-,-,-,0,0,2019-Jan-14,UTTR
25137,10230,2010207,-1,44.479,-108.7706,1.5373,-,-,-,0,0,2019-Jan-14,UTTR
25138,10240,2010207,-1,44.4786,-108.7577,1.5216,-,-,-,0,0,2019-Jan-14,UTTR
25139,10250,2010207,-1,44.4782,-108.7449,1.5149,-,-,-,0,0,2019-Jan-14,UTTR
25140,10255,2010207,-1,44.478,-108.7385,1.5163,-,-,-,0,0,2019-Jan-14,UTTR
25141,10265,2010207,-1,44.4776,-108.7259,1.5211,-,-,-,0,0,2019-Jan-14,UTTR
25142,10275,2010207,-1,44.4769,-108.7132,1.5069,-,-,-,0,0,2019-Jan-14,UTTR
25143,10285,2010207,-1,44.4755,-108.6997,1.4944,-,-,-,0,0,2019-Jan-14,UTTR
25144,10295,2010207,-1,44.474,-108.6867,1.4842,-,-,-,0,0,2019-Jan-14,UTTR
25145,10305,2010207,-1,44.472,-108.6737,1.4739,-,-,-,0,0,2019-Jan-14,UTTR
